,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215
64,"(-73.99135, 40.76023)","(-73.99156, 40.75994)","(-73.9917, 40.75974)","(-73.9917, 40.75974)","(-73.98884, 40.75854)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"(-73.982, 40.76916)","(-73.982, 40.7689)","(-73.982, 40.76864)","(-73.98199, 40.76862)","(-73.98198, 40.76859)","(-73.98197, 40.76857)","(-73.98195, 40.76856)","(-73.98192, 40.76853)","(-73.98189, 40.76852)","(-73.98163, 40.76836)","(-73.98163, 40.76836)","(-73.98167, 40.76837)","(-73.98172, 40.76838)","(-73.98179, 40.76839)","(-73.98185, 40.76839)","(-73.98191, 40.76839)","(-73.98197, 40.76839)","(-73.98201, 40.76838)","(-73.98207, 40.76837)","(-73.98213, 40.76835)","(-73.98218, 40.76833)","(-73.98222, 40.76831)","(-73.98227, 40.76829)","(-73.98228, 40.76827)","(-73.9823, 40.76825)","(-73.98232, 40.76823)","(-73.98233, 40.76821)","(-73.98234, 40.76818)","(-73.98235, 40.76816)","(-73.98236, 40.76814)","(-73.98237, 40.76811)","(-73.98237, 40.76808)","(-73.98237, 40.76807)","(-73.98237, 40.76804)","(-73.98237, 40.76801)","(-73.98236, 40.768)","(-73.98233, 40.76793)","(-73.98232, 40.76788)","(-73.98231, 40.76786)","(-73.9823, 40.76783)","(-73.98228, 40.76781)","(-73.98225, 40.76778)","(-73.98221, 40.76776)","(-73.98217, 40.76775)","(-73.98213, 40.76773)","(-73.98209, 40.76771)","(-73.98205, 40.7677)","(-73.982, 40.7677)","(-73.98196, 40.76769)","(-73.98191, 40.76769)","(-73.98185, 40.76769)","(-73.98174, 40.76759)","(-73.98172, 40.76757)","(-73.98171, 40.76755)","(-73.9817, 40.76753)","(-73.98169, 40.7675)","(-73.98169, 40.76748)","(-73.98169, 40.76745)","(-73.98169, 40.76742)","(-73.98174, 40.76713)","(-73.98179, 40.76693)","(-73.98184, 40.76665)","(-73.98188, 40.76632)","(-73.98197, 40.76583)","(-73.98202, 40.76558)","(-73.98203, 40.76549)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"(-73.99459, 40.76014)","(-73.995, 40.76031)","(-73.995, 40.76031)","(-73.99453, 40.76093)","(-73.99453, 40.76093)","(-73.9917, 40.75974)","(-73.98884, 40.75854)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"(-73.98039, 40.76071)","(-73.97998, 40.76054)","(-73.97998, 40.76054)","(-73.97953, 40.76115)","(-73.97907, 40.76178)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"(-73.97978, 40.75214)","(-73.97952, 40.75251)","(-73.97939, 40.75265)","(-73.97927, 40.75281)","(-73.97918, 40.75293)","(-73.97908, 40.75312)","(-73.9788, 40.7535)","(-73.97836, 40.75411)","(-73.97812, 40.75443)","(-73.9779, 40.75474)","(-73.97744, 40.75538)","(-73.9772, 40.75571)","(-73.97698, 40.75601)","(-73.97653, 40.75663)","(-73.9763, 40.75694)","(-73.97607, 40.75724)","(-73.97562, 40.75787)","(-73.97539, 40.75822)","(-73.97517, 40.75851)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"(-73.97719, 40.76345)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"(-73.97206, 40.75717)","(-73.97301, 40.75758)","(-73.97342, 40.75776)","(-73.9736, 40.75784)","(-73.97477, 40.75833)","(-73.97499, 40.75843)","(-73.97517, 40.75851)","(-73.97517, 40.75851)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"(-73.9909, 40.75024)","(-73.9911, 40.75033)","(-73.99175, 40.75058)","(-73.992, 40.75069)","(-73.99212, 40.75074)","(-73.99332, 40.75124)","(-73.99344, 40.75129)","(-73.99371, 40.75141)","(-73.99395, 40.75151)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"(-73.98999, 40.75645)","(-73.99028, 40.75657)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"(-73.97496, 40.75513)","(-73.97512, 40.7552)","(-73.97528, 40.75527)","(-73.97528, 40.75527)","(-73.97481, 40.75592)","(-73.97435, 40.75652)","(-73.97389, 40.75714)","(-73.97342, 40.75776)","(-73.97295, 40.75839)","(-73.97251, 40.759)","(-73.97206, 40.75964)","(-73.9716, 40.76028)","(-73.9716, 40.76028)","(-73.97179, 40.76035)","(-73.97335, 40.76102)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"(-73.97496, 40.75513)","(-73.97512, 40.7552)","(-73.97528, 40.75527)","(-73.97528, 40.75527)","(-73.97481, 40.75592)","(-73.97435, 40.75652)","(-73.97389, 40.75714)","(-73.97342, 40.75776)","(-73.97295, 40.75839)","(-73.97251, 40.759)","(-73.97206, 40.75964)","(-73.9716, 40.76028)","(-73.9716, 40.76028)","(-73.97179, 40.76035)","(-73.97335, 40.76102)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"(-73.982, 40.76916)","(-73.982, 40.7689)","(-73.982, 40.76864)","(-73.98199, 40.76862)","(-73.98198, 40.76859)","(-73.98197, 40.76857)","(-73.98195, 40.76856)","(-73.98192, 40.76853)","(-73.98189, 40.76852)","(-73.98163, 40.76836)","(-73.98163, 40.76836)","(-73.98167, 40.76837)","(-73.98172, 40.76838)","(-73.98179, 40.76839)","(-73.98185, 40.76839)","(-73.98191, 40.76839)","(-73.98197, 40.76839)","(-73.98201, 40.76838)","(-73.98207, 40.76837)","(-73.98213, 40.76835)","(-73.98218, 40.76833)","(-73.98222, 40.76831)","(-73.98227, 40.76829)","(-73.98228, 40.76827)","(-73.9823, 40.76825)","(-73.98232, 40.76823)","(-73.98233, 40.76821)","(-73.98234, 40.76818)","(-73.98235, 40.76816)","(-73.98236, 40.76814)","(-73.98237, 40.76811)","(-73.98237, 40.76808)","(-73.98237, 40.76807)","(-73.98237, 40.76804)","(-73.98237, 40.76801)","(-73.98236, 40.768)","(-73.98233, 40.76793)","(-73.98232, 40.76788)","(-73.98231, 40.76786)","(-73.9823, 40.76783)","(-73.98228, 40.76781)","(-73.98225, 40.76778)","(-73.98221, 40.76776)","(-73.98217, 40.76775)","(-73.98213, 40.76773)","(-73.98209, 40.76771)","(-73.98205, 40.7677)","(-73.982, 40.7677)","(-73.98196, 40.76769)","(-73.98191, 40.76769)","(-73.98185, 40.76769)","(-73.98174, 40.76759)","(-73.98172, 40.76757)","(-73.98171, 40.76755)","(-73.9817, 40.76753)","(-73.98169, 40.7675)","(-73.98169, 40.76748)","(-73.98169, 40.76745)","(-73.98169, 40.76742)","(-73.98174, 40.76713)","(-73.98179, 40.76693)","(-73.98184, 40.76665)","(-73.98188, 40.76632)","(-73.98197, 40.76583)","(-73.98202, 40.76558)","(-73.98203, 40.76549)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"(-73.98863, 40.76827)","(-73.98621, 40.76724)","(-73.98471, 40.76661)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"(-73.97828, 40.74827)","(-73.97833, 40.74829)","(-73.97986, 40.74895)","(-73.97994, 40.74898)","(-73.98005, 40.74902)","(-73.98159, 40.74967)","(-73.98159, 40.74967)","(-73.98114, 40.75029)","(-73.98068, 40.7509)","(-73.98022, 40.75153)","(-73.97978, 40.75214)","(-73.97952, 40.75251)","(-73.97939, 40.75265)","(-73.97927, 40.75281)","(-73.97918, 40.75293)","(-73.97908, 40.75312)","(-73.9788, 40.7535)","(-73.97836, 40.75411)","(-73.97812, 40.75443)","(-73.9779, 40.75474)","(-73.97744, 40.75538)","(-73.9772, 40.75571)","(-73.97698, 40.75601)","(-73.97653, 40.75663)","(-73.9763, 40.75694)","(-73.97607, 40.75724)","(-73.97562, 40.75787)","(-73.97539, 40.75822)","(-73.97517, 40.75851)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"(-73.99065, 40.76665)","(-73.99042, 40.76656)","(-73.99042, 40.76656)","(-73.98997, 40.7672)","(-73.98997, 40.7672)","(-73.98711, 40.76598)","(-73.98429, 40.7648)","(-73.98252, 40.76405)","(-73.98241, 40.76401)","(-73.98238, 40.76399)","(-73.98231, 40.76396)","(-73.98201, 40.76384)","(-73.98144, 40.76361)","(-73.9803, 40.76313)","(-73.97907, 40.7626)","(-73.9786, 40.7624)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"(-73.96756, 40.75939)","(-73.96598, 40.75872)","(-73.96579, 40.75863)","(-73.96579, 40.75863)","(-73.96624, 40.758)","(-73.96624, 40.758)","(-73.96804, 40.75876)","(-73.9683, 40.75889)","(-73.9685, 40.75897)","(-73.96864, 40.75904)","(-73.96993, 40.75959)","(-73.97009, 40.75963)","(-73.97117, 40.7601)","(-73.9716, 40.76028)","(-73.97179, 40.76035)","(-73.97335, 40.76102)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"(-73.9909, 40.75024)","(-73.9911, 40.75033)","(-73.99175, 40.75058)","(-73.992, 40.75069)","(-73.99212, 40.75074)","(-73.99332, 40.75124)","(-73.99344, 40.75129)","(-73.99371, 40.75141)","(-73.99395, 40.75151)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"(-73.99089, 40.75769)","(-73.98979, 40.75723)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"(-73.9674, 40.75604)","(-73.96761, 40.75613)","(-73.96761, 40.75613)","(-73.96806, 40.75551)","(-73.96806, 40.75551)","(-73.96988, 40.75627)","(-73.97012, 40.75638)","(-73.97032, 40.75646)","(-73.97047, 40.75652)","(-73.97148, 40.75695)","(-73.97157, 40.75697)","(-73.97193, 40.75712)","(-73.97301, 40.75758)","(-73.97342, 40.75776)","(-73.9736, 40.75784)","(-73.97477, 40.75833)","(-73.97499, 40.75843)","(-73.97517, 40.75851)","(-73.97517, 40.75851)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"(-73.99393, 40.75155)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
